date,occupancy_rate,surgery_cancel_rate,safe_staffing_rate,lwbs_rate,ed_arrivals,admissions
2024-12-27,0.7619310955040646,0.058823529411764705,0.96875,0.029661016949152543,472,155
2024-12-28,0.7478082343802019,,0.9125,0.02572347266881029,622,192
2024-12-29,0.7491540467077162,,0.8875,0.024456521739130436,736,207
2024-12-30,0.7652400199324512,0.17647058823529413,0.96875,0.03115264797507788,642,208
2024-12-31,0.7843917537169071,0.2727272727272727,0.9375,0.031914893617021274,658,195
2025-01-01,0.7692945141152423,,0.95625,0.02664298401420959,563,165
2025-01-02,0.7722805080066262,0.058823529411764705,0.95,0.042335766423357665,685,190
2025-01-03,0.7648650140782863,0.25,0.9375,0.040106951871657755,748,226
2025-01-04,0.7753723492608383,,0.94375,0.039538714991762765,607,186
2025-01-05,0.7491948917268184,,0.93125,0.037996545768566495,579,194
2025-01-06,0.7527748633276271,0.10869565217391304,0.90625,0.036931818181818184,704,243
2025-01-07,0.7880802038329456,0.13513513513513514,0.975,0.03273322422258593,611,224
2025-01-08,0.8253301652207549,0.15,0.95625,0.045364891518737675,507,185
2025-01-09,0.8085047555850475,0.0851063829787234,0.95,0.03536977491961415,622,208
2025-01-10,0.8269273371732389,0.15,0.94375,0.0392156862745098,714,224
2025-01-11,0.8286996012405848,,0.9125,0.0389768574908648,821,234
2025-01-12,0.8294565036362627,,0.925,0.04326923076923077,624,173
2025-01-13,0.8118466898954704,0.15384615384615385,0.91875,0.034129692832764506,586,233
2025-01-14,0.8228688388560048,0.0967741935483871,0.9375,0.03577817531305903,559,203
2025-01-15,0.8409606551934038,0.2777777777777778,0.9125,0.03185840707964602,565,215
2025-01-16,0.8557367984517557,0.10526315789473684,0.95625,0.03614457831325301,498,190
2025-01-17,0.8645579437181475,0.07692307692307693,0.9375,0.04247787610619469,565,203
2025-01-18,0.845135195035461,,0.9,0.03490136570561457,659,214
2025-01-19,0.8225197200311076,,0.95625,0.04712041884816754,573,159
2025-01-20,0.8337021464925869,0.07936507936507936,0.95,0.03591160220994475,724,269
2025-01-21,0.8386260888741868,0.0784313725490196,0.95,0.028199566160520606,461,192
2025-01-22,0.8386293179805138,0.10810810810810811,0.95,0.03296703296703297,546,184
2025-01-23,0.8303083797649915,0.02631578947368421,0.94375,0.022116903633491312,633,219
2025-01-24,0.8189254919301349,0.05555555555555555,0.94375,0.030395136778115502,658,219
2025-01-25,0.8252724038247721,,0.91875,0.028277634961439587,778,255
2025-01-26,0.8403807837059996,,0.9625,0.025297619047619048,672,192
2025-01-27,0.8362751065124772,0.08888888888888889,0.9625,0.04423076923076923,520,206
2025-01-28,0.8364108801415303,0.08695652173913043,0.96875,0.02564102564102564,780,271
2025-01-29,0.8543324491600354,0.0851063829787234,0.93125,0.04332129963898917,554,207
2025-01-30,0.8570323721135786,0.14285714285714285,0.9625,0.020833333333333332,528,212
2025-01-31,0.8791445623342176,0.11904761904761904,0.9375,0.025252525252525252,792,268
2025-02-01,0.8745497866681443,,0.9125,0.03529411764705882,595,202
2025-02-02,0.8575549145773241,,0.90625,0.03350515463917526,776,235
2025-02-03,0.8562983425414364,0.1016949152542373,0.9375,0.021374045801526718,655,257
2025-02-04,0.8748686175803507,0.014492753623188406,0.975,0.03150912106135987,603,244
2025-02-05,0.8916933613166906,0.05660377358490566,0.925,0.03546099290780142,564,209
2025-02-06,0.8856400619058147,0.11627906976744186,0.89375,0.045627376425855515,526,187
2025-02-07,0.8667403314917127,0.045454545454545456,0.94375,0.022508038585209004,622,232
2025-02-08,0.8538610572931082,,0.91875,0.023752969121140142,842,252
2025-02-09,0.8326954013424308,,0.90625,0.025951557093425604,578,205
2025-02-10,0.8430580159433126,0.10416666666666667,0.96875,0.034482758620689655,754,253
2025-02-11,0.8726188504223952,0.06666666666666667,0.93125,0.03571428571428571,728,275
2025-02-12,0.879420866489832,0.17391304347826086,0.91875,0.029296875,512,202
2025-02-13,0.8674552288304223,0.11864406779661017,0.94375,0.029876977152899824,569,227
2025-02-14,0.8569297082228117,0.11627906976744186,0.96875,0.04411764705882353,612,213
2025-02-15,0.8452506816537755,,0.88125,0.03671071953010279,681,232
2025-02-16,0.8152686145146089,,0.90625,0.0496,625,181
2025-02-17,0.7970078392403666,0.16666666666666666,0.9375,0.02443280977312391,573,216
2025-02-18,0.8006728807015608,0.0847457627118644,0.925,0.03865546218487395,595,232
2025-02-19,0.83987848660591,0.1,0.9375,0.047954866008462625,709,285
2025-02-20,0.8646367698163164,0.08,0.975,0.028688524590163935,488,191
2025-02-21,0.8766539334551293,0.10416666666666667,0.95625,0.029921259842519685,635,204
2025-02-22,0.8606716625034694,,0.94375,0.023809523809523808,714,205
2025-02-23,0.8433026301187437,,0.95,0.03201219512195122,656,200
2025-02-24,0.8312807201634727,0.10638297872340426,0.9625,0.024469820554649267,613,222
2025-02-25,0.8359767891682786,0.15555555555555556,0.9625,0.05202312138728324,519,197
2025-02-26,0.8456301544251951,0.11864406779661017,0.94375,0.03535353535353535,594,218
2025-02-27,0.8527285769464217,0.0851063829787234,0.94375,0.03145695364238411,604,203
2025-02-28,0.8719236287385498,0.05,0.95,0.03526093088857546,709,244
2025-03-01,0.8671603028126209,,0.95,0.0341726618705036,556,188
2025-03-02,0.8505778908366974,,0.9625,0.02865329512893983,698,202
2025-03-03,0.8577170860635428,0.04081632653061224,0.975,0.035653650254668934,589,215
2025-03-04,0.8611646741226379,0.10606060606060606,0.96875,0.04040404040404041,594,211
2025-03-05,0.8626425070220851,0.08888888888888889,0.975,0.04150943396226415,530,188
2025-03-06,0.8557098765432098,0.03571428571428571,0.9375,0.029469548133595286,509,186
2025-03-07,0.8322051620714325,0.05714285714285714,1.0,0.027888446215139442,502,217
2025-03-08,0.8193776598684575,,0.96875,0.027597402597402596,616,182
2025-03-09,0.7957738687907955,,0.925,0.04182509505703422,526,143
2025-03-10,0.7934261961129769,0.07272727272727272,0.94375,0.038461538461538464,546,190
2025-03-11,0.8029735682819383,0.08695652173913043,0.98125,0.023166023166023165,518,210
2025-03-12,0.847556608451325,0.03508771929824561,0.95625,0.02578268876611418,543,211
2025-03-13,0.8533414136962151,0.10416666666666667,0.96875,0.036608863198458574,519,198
2025-03-14,0.8436295562162758,0.029411764705882353,0.96875,0.03571428571428571,420,155
2025-03-15,0.7989827509951349,,0.875,0.020080321285140562,498,147
2025-03-16,0.7506906840534866,,0.9625,0.0273972602739726,584,162
2025-03-17,0.7547740905838974,0.07692307692307693,0.975,0.040336134453781515,595,226
2025-03-18,0.7895230217810862,0.11666666666666667,0.98125,0.034532374100719423,695,249
2025-03-19,0.8187775330396476,0.1,0.95625,0.03807615230460922,499,203
2025-03-20,0.8224438078448656,0.021739130434782608,0.9625,0.03248259860788863,431,200
2025-03-21,0.8172007488162096,0.08333333333333333,0.9625,0.022587268993839837,487,159
2025-03-22,0.7802422700370596,,0.95625,0.03135313531353135,606,170
2025-03-23,0.7695364238410596,,0.95,0.034976152623211444,629,169
2025-03-24,0.7925901422428051,0.14084507042253522,0.9875,0.038314176245210725,522,229
2025-03-25,0.8176765175279291,0.08196721311475409,0.925,0.028021015761821366,571,220
2025-03-26,0.8071546505228399,0.0,0.9125,0.03434343434343434,495,174
2025-03-27,0.8180116701530331,0.1568627450980392,0.975,0.02819548872180451,532,192
2025-03-28,0.7982735869804266,0.14634146341463414,0.98125,0.03313840155945419,513,196
2025-03-29,0.7678018575851393,,0.91875,0.041970802919708027,548,146
2025-03-30,0.7393949449698579,,0.9625,0.0395010395010395,481,154
2025-03-31,0.7188447335060354,0.18181818181818182,0.98125,0.023255813953488372,430,165
2025-04-01,0.7371868978805395,0.07142857142857142,0.975,0.036511156186612576,493,192
2025-04-02,0.7772089182493807,0.05,0.9375,0.02826086956521739,460,206
2025-04-03,0.7649584411295206,0.13513513513513514,0.925,0.02610441767068273,498,171
2025-04-04,0.751818382190875,0.0625,0.975,0.02390438247011952,502,180
2025-04-05,0.7375310687655344,,0.975,0.03819444444444445,576,166
2025-04-06,0.7223175253168059,,0.9125,0.02696078431372549,408,127
2025-04-07,0.7364187327823691,0.057692307692307696,0.99375,0.017543859649122806,570,217
2025-04-08,0.7935398668354152,0.08333333333333333,0.95625,0.04018912529550828,423,208
2025-04-09,0.7870747550368821,0.14705882352941177,0.95625,0.03225806451612903,403,141
2025-04-10,0.7772389087903003,0.03278688524590164,0.9625,0.03925619834710744,484,194
2025-04-11,0.7943806579818945,0.04838709677419355,0.96875,0.026717557251908396,524,203
2025-04-12,0.8041385415513999,,0.9625,0.023622047244094488,508,167
2025-04-13,0.7773534783330566,,0.96875,0.03829787234042553,470,136
2025-04-14,0.7692392381371793,0.09090909090909091,0.9875,0.02867383512544803,558,201
2025-04-15,0.7970774744968293,0.04838709677419355,0.975,0.02959830866807611,473,203
2025-04-16,0.8257780225833103,0.1016949152542373,0.98125,0.04743833017077799,527,200
2025-04-17,0.8121145374449339,0.07272727272727272,0.9375,0.02735562310030395,329,145
2025-04-18,0.775450587003252,,0.98125,0.027777777777777776,468,151
2025-04-19,0.7344052157577766,,0.975,0.03067484662576687,489,139
2025-04-20,0.7083034086514557,,0.91875,0.03211009174311927,436,147
2025-04-21,0.69918654501484,,0.9625,0.04357298474945534,459,149
2025-04-22,0.7247908410391898,0.0,0.98125,0.021739130434782608,414,183
2025-04-23,0.7584498513706925,0.03773584905660377,0.96875,0.04390243902439024,410,178
2025-04-24,0.7768663290024224,0.031746031746031744,0.93125,0.035955056179775284,445,182
2025-04-25,0.7665086539521552,0.09090909090909091,0.9875,0.027707808564231738,397,155
2025-04-26,0.7355928461028924,,0.99375,0.03137254901960784,510,142
2025-04-27,0.7077764277035237,,0.93125,0.028077753779697623,463,143
2025-04-28,0.7146395156851953,0.11764705882352941,0.9625,0.032679738562091505,459,216
2025-04-29,0.7655810877831046,0.08064516129032258,0.95,0.02412280701754386,456,199
2025-04-30,0.7717558933685834,0.08333333333333333,0.9625,0.02320185614849188,431,172
2025-05-01,0.7618942731277533,0.031746031746031744,0.9875,0.04395604395604396,455,189
2025-05-02,0.7744919874442425,0.0,0.94375,0.03205128205128205,468,199
2025-05-03,0.7370542122115491,,0.91875,0.030107526881720432,465,137
2025-05-04,0.7020171318043659,,0.975,0.03213610586011342,529,148
2025-05-05,0.701167786713672,,0.99375,0.02736318407960199,402,109
2025-05-06,0.7049198391273208,0.06451612903225806,0.9875,0.030710172744721688,521,240
2025-05-07,0.7528535980148884,0.07692307692307693,0.96875,0.02849740932642487,386,176
2025-05-08,0.7746416758544653,0.0392156862745098,0.93125,0.023094688221709007,433,188
2025-05-09,0.7808589227631071,0.06521739130434782,0.98125,0.04132231404958678,484,198
2025-05-10,0.7789694825298541,,0.95,0.03731343283582089,536,154
2025-05-11,0.7619811842833426,,0.93125,0.05737704918032787,488,148
2025-05-12,0.7583186425738211,0.06451612903225806,0.98125,0.037300177619893425,563,230
2025-05-13,0.7799119427627959,0.029850746268656716,0.96875,0.036231884057971016,414,182
2025-05-14,0.7812792683598699,0.07407407407407407,0.9625,0.044386422976501305,383,157
2025-05-15,0.7620750357575091,0.046511627906976744,0.99375,0.05,400,149
2025-05-16,0.7243258117776554,0.08928571428571429,0.96875,0.017391304347826087,345,159
2025-05-17,0.674507416426832,,0.96875,0.023809523809523808,378,106
2025-05-18,0.6216201271772187,,0.95,0.036036036036036036,444,131
2025-05-19,0.6541109091910348,0.09375,0.9875,0.024175824175824177,455,198
2025-05-20,0.7145141722730782,0.07017543859649122,0.95,0.03954802259887006,531,199
2025-05-21,0.7643950236705934,0.16326530612244897,0.95,0.04154302670623145,337,142
2025-05-22,0.7608336999560052,0.07692307692307693,0.9625,0.024330900243309004,411,183
2025-05-23,0.7749986226654179,0.14035087719298245,0.93125,0.04054054054054054,444,172
2025-05-24,0.7459193271731311,,0.95,0.03290676416819013,547,158
2025-05-25,0.7107954231385772,,0.96875,0.021479713603818614,419,130
2025-05-26,0.6639163916391639,,0.975,0.03513513513513514,370,117
2025-05-27,0.6534288074910493,0.08333333333333333,0.9375,0.04367816091954023,435,184
2025-05-28,0.7035244955187772,0.1,0.96875,0.02506265664160401,399,174
2025-05-29,0.7156619873382879,0.02666666666666667,0.9875,0.016853932584269662,356,184
2025-05-30,0.719993396070662,0.02127659574468085,1.0,0.033185840707964605,452,180
2025-05-31,0.7037159554526409,,0.9375,0.024229074889867842,454,152
2025-06-01,0.6790813503043719,,0.95,0.026915113871635612,483,142
2025-06-02,0.6874896802245584,0.013888888888888888,0.975,0.023809523809523808,462,220
2025-06-03,0.7449479654204063,0.03389830508474576,0.95,0.03592814371257485,334,146
2025-06-04,0.7430540242557883,0.11290322580645161,0.9375,0.027842227378190254,431,169
2025-06-05,0.7381241044858371,0.023255813953488372,0.9625,0.028645833333333332,384,159
2025-06-06,0.706160876507185,0.07142857142857142,0.9625,0.035864978902953586,474,167
2025-06-07,0.689636102201084,,0.9375,0.02386117136659436,461,164
2025-06-08,0.6845330094943696,,0.95625,0.041463414634146344,410,117
2025-06-09,0.7060829391706083,0.058823529411764705,0.96875,0.0215311004784689,418,195
2025-06-10,0.7053832167061546,0.08064516129032258,0.9625,0.050505050505050504,297,149
2025-06-11,0.6997909100913393,0.14754098360655737,0.98125,0.02252252252252252,444,170
2025-06-12,0.7153558052434457,0.09433962264150944,0.96875,0.02702702702702703,370,166
2025-06-13,0.7079548582438756,0.06976744186046512,0.9125,0.03591160220994475,362,153
2025-06-14,0.6835890078357797,,0.95625,0.038202247191011236,445,124
2025-06-15,0.6435052002655455,,0.94375,0.05396825396825397,315,75
2025-06-16,0.6348620822551341,0.08771929824561403,0.96875,0.05154639175257732,388,175
2025-06-17,0.6435141834205453,0.05555555555555555,0.96875,0.023121387283236993,346,157
2025-06-18,0.6672536180047323,0.047619047619047616,0.98125,0.041237113402061855,388,169
2025-06-19,0.6939965883453475,0.0784313725490196,0.96875,0.034764826175869123,489,202
2025-06-20,0.7261419922949918,0.021739130434782608,0.975,0.033816425120772944,414,180
2025-06-21,0.7100303951367781,,0.93125,0.030800821355236138,487,140
2025-06-22,0.6614312576042474,,0.95625,0.03526448362720403,397,112
2025-06-23,0.6693286335848433,0.07142857142857142,0.99375,0.03431372549019608,408,194
2025-06-24,0.7108897815440489,0.034482758620689655,0.94375,0.017994858611825194,389,164
2025-06-25,0.7308306269609732,0.046153846153846156,0.975,0.029891304347826088,368,178
2025-06-26,0.7266820834709834,0.078125,0.99375,0.02452316076294278,367,158
2025-06-27,0.7055424073972151,0.10416666666666667,0.95625,0.022950819672131147,305,150
2025-06-28,0.6556661138750691,,0.96875,0.026004728132387706,423,128
2025-06-29,0.6234390540391204,,0.95,0.03792415169660679,501,120
2025-06-30,0.6327733406774994,0.09090909090909091,0.96875,0.034482758620689655,464,188
2025-07-01,0.6750427067834904,0.06153846153846154,0.975,0.035,400,177
2025-07-02,0.6995044052863436,0.03333333333333333,0.975,0.02857142857142857,350,165
2025-07-03,0.7060702875399361,0.07462686567164178,0.9375,0.032663316582914576,398,159
2025-07-04,0.722956598369685,0.03773584905660377,0.98125,0.049315068493150684,365,173
2025-07-05,0.6997953653005918,,0.975,0.02406417112299465,374,112
2025-07-06,0.6314625380149295,,0.9625,0.029239766081871343,342,101
2025-07-07,0.6492426328835031,0.013888888888888888,0.96875,0.049484536082474224,485,203
2025-07-08,0.6850046808744975,0.05172413793103448,0.99375,0.031161473087818695,353,166
2025-07-09,0.6835791327316751,0.07017543859649122,0.9875,0.04610951008645533,347,151
2025-07-10,0.6943267484730095,0.03125,0.95625,0.01791044776119403,335,158
2025-07-11,0.6804447135230337,0.06666666666666667,0.975,0.03715170278637771,323,143
2025-07-12,0.6587332265724225,,0.975,0.034912718204488775,401,120
2025-07-13,0.6173215273934698,,0.9375,0.035175879396984924,398,107
2025-07-14,0.6307328084567527,0.05714285714285714,0.98125,0.045,400,182
2025-07-15,0.6372700231353972,0.03773584905660377,0.99375,0.03305785123966942,363,147
2025-07-16,0.6762744557729402,0.05555555555555555,0.96875,0.03260869565217391,368,173
2025-07-17,0.7165107319757843,0.017543859649122806,0.98125,0.02544529262086514,393,182
2025-07-18,0.7199537113572492,0.0,1.0,0.020348837209302327,344,158
2025-07-19,0.6766119675120172,,0.95625,0.023965141612200435,459,147
2025-07-20,0.6654867256637168,,0.95,0.01927710843373494,415,124
2025-07-21,0.6655665566556656,0.14285714285714285,0.95625,0.0392156862745098,357,165
2025-07-22,0.6706900352733686,0.1590909090909091,0.96875,0.0453257790368272,353,137
2025-07-23,0.662506185737065,0.0847457627118644,0.96875,0.02556818181818182,352,160
2025-07-24,0.6822985468956407,0.09259259259259259,0.9875,0.04607046070460705,369,175
2025-07-25,0.6954845814977973,0.15384615384615385,0.96875,0.0340632603406326,411,163
2025-07-26,0.6648989061982101,,0.94375,0.034759358288770054,374,114
2025-07-27,0.6488697286243299,,0.975,0.018556701030927835,485,141
2025-07-28,0.6785969935576235,0.043478260869565216,0.9375,0.030805687203791468,422,198
2025-07-29,0.6751511819681143,0.018518518518518517,0.975,0.05,380,154
2025-07-30,0.6921849201981288,0.10909090909090909,0.975,0.034482758620689655,406,173
2025-07-31,0.7332782824112304,0.041666666666666664,0.98125,0.037463976945244955,347,165
2025-08-01,0.6964462537132798,0.04,0.96875,0.02956989247311828,372,133
2025-08-02,0.683558309360478,,0.9875,0.035634743875278395,449,134
2025-08-03,0.6679205620401615,,0.96875,0.029288702928870293,478,136
2025-08-04,0.6661159755493143,0.08695652173913043,0.975,0.02786377708978328,323,130
2025-08-05,0.6205757692519404,0.16666666666666666,0.975,0.0456140350877193,285,107
2025-08-06,0.5915268225584595,0.05714285714285714,0.95625,0.050314465408805034,318,134
2025-08-07,0.6128107601565514,0.05405405405405406,0.99375,0.031088082901554404,386,160
2025-08-08,0.6211870939323862,0.0,0.975,0.028391167192429023,317,119
2025-08-09,0.5971083536450255,,0.95,0.0350109409190372,457,123
2025-08-10,0.5662178567487033,,0.98125,0.030054644808743168,366,126
2025-08-11,0.5699576014536645,0.13513513513513514,0.96875,0.04020100502512563,398,135
2025-08-12,0.5972512369433755,0.034482758620689655,0.9375,0.037122969837587005,431,174
2025-08-13,0.6318487487597839,0.08823529411764706,0.96875,0.02689486552567237,409,154
2025-08-14,0.6463139349226449,0.06666666666666667,0.95625,0.030211480362537766,331,138
2025-08-15,0.6194588054119459,0.0,0.96875,0.0481283422459893,374,136
2025-08-16,0.6080221300138312,,0.96875,0.030575539568345324,556,143
2025-08-17,0.5954434859544349,,0.95,0.027848101265822784,395,129
2025-08-18,0.587713986899323,0.125,0.9875,0.043478260869565216,299,115
2025-08-19,0.5632988100484795,0.06896551724137931,0.99375,0.040697674418604654,344,119
2025-08-20,0.5820286659316428,0.0,0.95,0.027848101265822784,395,150
2025-08-21,0.5894087176943847,0.0,0.9625,0.02348993288590604,298,128
2025-08-22,0.5940577716643741,0.1111111111111111,0.975,0.02981651376146789,436,146
2025-08-23,0.6148443117084232,,0.99375,0.035164835164835165,455,146
2025-08-24,0.6156440022111664,,0.96875,0.028089887640449437,356,116
2025-08-25,0.5835399107585523,,0.95,0.04126984126984127,315,95
2025-08-26,0.5600484795063905,0.0,0.9875,0.03591160220994475,362,142
2025-08-27,0.5819563780568408,0.05714285714285714,0.975,0.04043126684636118,371,137
2025-08-28,0.5889830508474576,0.08695652173913043,0.975,0.034482758620689655,348,118
2025-08-29,0.5784281305114638,0.09090909090909091,0.96875,0.030456852791878174,394,142
2025-08-30,0.5943750690684053,,0.95625,0.023872679045092837,377,102
2025-08-31,0.5728257265996243,,0.95,0.037333333333333336,375,109
2025-09-01,0.5947003085059498,0.08928571428571429,0.96875,0.02981651376146789,436,174
2025-09-02,0.625523704520397,0.1,0.98125,0.039473684210526314,304,156
2025-09-03,0.6297112629490853,0.11320754716981132,0.95,0.0387409200968523,413,159
2025-09-04,0.6723444132076511,0.01694915254237288,0.9625,0.029850746268656716,402,175
2025-09-05,0.6775242504409171,0.11627906976744186,0.99375,0.031630170316301706,411,156
2025-09-06,0.6647909080878296,,0.94375,0.035940803382663845,473,142
2025-09-07,0.6269942036985924,,0.95,0.03896103896103896,462,124
2025-09-08,0.6436509683098591,0.04918032786885246,0.9625,0.036637931034482756,464,198
2025-09-09,0.6995160580730312,0.06666666666666667,0.9875,0.02631578947368421,342,185
2025-09-10,0.7120811287477954,0.019230769230769232,0.98125,0.03695652173913044,460,194
2025-09-11,0.7406917823309099,0.06382978723404255,0.96875,0.029535864978902954,474,199
2025-09-12,0.7558197127290738,0.03225806451612903,0.94375,0.03218390804597701,435,190
2025-09-13,0.7295413047086815,,0.9375,0.042600896860986545,446,118
2025-09-14,0.6857885711124634,,0.90625,0.04285714285714286,490,139
2025-09-15,0.6894502228826151,0.06,0.96875,0.02736318407960199,402,174
2025-09-16,0.6902572010794735,0.07407407407407407,0.9625,0.03189066059225513,439,160
2025-09-17,0.7050660792951542,0.038461538461538464,0.9875,0.026954177897574125,371,167
2025-09-18,0.718160312482808,0.08333333333333333,0.95625,0.04497354497354497,378,176
2025-09-19,0.7069250247715513,0.025,0.95,0.04279279279279279,444,157
2025-09-20,0.6973038540001103,,0.94375,0.030476190476190476,525,162
2025-09-21,0.7032614704256496,,0.95625,0.022587268993839837,487,143
2025-09-22,0.700242317435841,0.13333333333333333,0.9375,0.026030368763557483,461,195
2025-09-23,0.7391376177102263,0.09090909090909091,0.95,0.032119914346895075,467,204
2025-09-24,0.7614168457004352,0.0392156862745098,0.99375,0.03007518796992481,399,165
2025-09-25,0.7713829377099741,0.07142857142857142,0.9625,0.030927835051546393,485,181
2025-09-26,0.7763780393882715,0.10638297872340426,0.96875,0.0405727923627685,419,187
2025-09-27,0.7629862953138815,,0.93125,0.03169014084507042,568,168
2025-09-28,0.7397282968853546,,0.94375,0.017456359102244388,401,137
2025-09-29,0.702038567493113,0.07272727272727272,0.975,0.034324942791762014,437,185
2025-09-30,0.7136085542633522,0.1,0.925,0.02702702702702703,370,174
2025-10-01,0.7344844706790975,0.08928571428571429,0.9875,0.02481389578163772,403,174
2025-10-02,0.7347938569934497,0.020833333333333332,0.9625,0.04859335038363171,391,163
2025-10-03,0.7263065146759182,0.06557377049180328,0.94375,0.03416856492027335,439,190
2025-10-04,0.6923800044238001,,0.98125,0.024498886414253896,449,124
2025-10-05,0.6473646369116752,,0.95625,0.03532008830022075,453,148
2025-10-06,0.6815304156344619,0.061224489795918366,0.98125,0.036036036036036036,555,219
2025-10-07,0.741336565478486,0.05263157894736842,0.9875,0.029411764705882353,442,178
2025-10-08,0.770399735711926,0.07246376811594203,0.96875,0.03794642857142857,448,195
2025-10-09,0.7765618125824901,0.022222222222222223,0.9625,0.043137254901960784,510,185
2025-10-10,0.7785533692426074,0.07142857142857142,0.975,0.03225806451612903,558,199
2025-10-11,0.7804999446963832,,0.9375,0.035523978685612786,563,176
2025-10-12,0.7608635635801446,,0.95,0.025390625,512,153
2025-10-13,0.7475920523969398,0.05660377358490566,0.9875,0.05333333333333334,600,229
2025-10-14,0.758455436818332,0.05555555555555555,0.9625,0.02531645569620253,474,189
2025-10-15,0.7772699741203678,0.07142857142857142,0.975,0.031630170316301706,411,149
2025-10-16,0.7784573002754821,0.07142857142857142,0.9875,0.027896995708154508,466,200
2025-10-17,0.8159502449226704,0.02631578947368421,0.9625,0.023972602739726026,584,216
2025-10-18,0.8033539960150542,,0.91875,0.03225806451612903,496,157
2025-10-19,0.7737871588020776,,0.96875,0.023679417122040074,549,139
2025-10-20,0.791918969503468,0.056338028169014086,0.975,0.020700636942675158,628,232
2025-10-21,0.8100583250797843,0.08,0.96875,0.03262955854126679,521,212
2025-10-22,0.7956763911101307,0.11940298507462686,0.96875,0.028639618138424822,419,164
2025-10-23,0.7670923703622151,0.03773584905660377,0.95625,0.023746701846965697,379,168
2025-10-24,0.7452534257883441,0.023809523809523808,0.9625,0.044543429844097995,449,155
2025-10-25,0.7155806112861327,,0.975,0.025440313111545987,511,148
2025-10-26,0.7009490178768484,,0.9375,0.02033271719038817,541,149
2025-10-27,0.7158972101469212,0.03773584905660377,0.9875,0.02891156462585034,588,226
2025-10-28,0.7748457470251212,0.14035087719298245,0.9625,0.03571428571428571,476,177
2025-10-29,0.7966306980841225,0.058823529411764705,0.975,0.036281179138321996,441,211
2025-10-30,0.7897836736940607,0.10638297872340426,0.96875,0.030303030303030304,429,166
2025-10-31,0.7823882735438364,0.13953488372093023,0.96875,0.0378619153674833,449,171
2025-11-01,0.7405542955136362,,0.9625,0.02145922746781116,466,131
2025-11-02,0.7156327543424318,,0.975,0.020942408376963352,573,177
2025-11-03,0.7351467430207588,0.09230769230769231,0.975,0.04480651731160896,491,208
2025-11-04,0.7766039396940685,0.08771929824561403,0.9875,0.038817005545286505,541,215
2025-11-05,0.7886120604123029,0.14893617021276595,0.9875,0.035856573705179286,502,178
2025-11-06,0.7905773570367108,0.16666666666666666,0.96875,0.033268101761252444,511,191
2025-11-07,0.8279658684282962,0.11363636363636363,0.94375,0.034013605442176874,588,220
2025-11-08,0.8224397257243973,,0.9375,0.022108843537414966,588,164
2025-11-09,0.7812620769612986,,0.94375,0.035381750465549346,537,136
2025-11-10,0.7631072234142048,0.058823529411764705,0.96875,0.016666666666666666,540,208
2025-11-11,0.7644757864580464,0.1276595744680851,0.98125,0.037109375,512,194
2025-11-12,0.7829632486638383,0.06521739130434782,0.93125,0.044715447154471545,492,182
2025-11-13,0.7954595547718757,0.05555555555555555,0.975,0.022044088176352707,499,196
2025-11-14,0.7872727272727272,0.1111111111111111,0.96875,0.03339882121807466,509,187
2025-11-15,0.7799061551200662,,0.89375,0.024574669187145556,529,176
2025-11-16,0.763051765095851,,0.9375,0.034552845528455285,492,133
2025-11-17,0.7874986244084956,0.08,0.9625,0.027419354838709678,620,247
2025-11-18,0.8202290496641339,0.02127659574468085,0.96875,0.029013539651837523,517,209
2025-11-19,0.8240052831434703,0.05357142857142857,0.975,0.023305084745762712,472,189
2025-11-20,0.8320572844946296,0.03389830508474576,0.96875,0.02355072463768116,552,210
2025-11-21,0.833773959021811,0.1,0.95625,0.020072992700729927,548,201
2025-11-22,0.8112696306126963,,0.9375,0.021484375,512,153
2025-11-23,0.7682859355980967,,0.94375,0.045368620037807186,529,139
2025-11-24,0.7406938325991189,0.09433962264150944,1.0,0.021341463414634148,656,228
2025-11-25,0.7635254013635364,0.075,0.975,0.020689655172413793,725,234
2025-11-26,0.8051976654553463,0.0625,0.9875,0.02490421455938697,522,197
2025-11-27,0.8191934773027766,0.11538461538461539,0.95,0.03875968992248062,516,195
2025-11-28,0.8144454850972398,0.11904761904761904,0.96875,0.031189083820662766,513,176
2025-11-29,0.7813639880623411,,0.96875,0.03773584905660377,583,169
2025-11-30,0.7632422868517085,,0.95625,0.03210272873194221,623,168
2025-12-01,0.7894882281419255,0.11320754716981132,0.91875,0.022298456260720412,583,231
2025-12-02,0.7928057553956834,0.11940298507462686,0.9625,0.024671052631578948,608,228
2025-12-03,0.8147779436978043,0.15789473684210525,0.94375,0.030249110320284697,562,225
2025-12-04,0.8398079682154288,0.15254237288135594,0.9625,0.04063604240282685,566,230
2025-12-05,0.844186688760011,0.08333333333333333,0.93125,0.027829313543599257,539,181
2025-12-06,0.8263858093126386,,0.9125,0.03058103975535168,654,205
2025-12-07,0.8215196894065446,,0.8875,0.025490196078431372,510,158
2025-12-08,0.8,0.16326530612244897,0.98125,0.031423290203327174,541,210
2025-12-09,0.8135771100309324,0.17307692307692307,0.90625,0.03857142857142857,700,257
2025-12-10,0.8345586203084406,0.14893617021276595,0.90625,0.030042918454935622,699,239
2025-12-11,0.8494451498923425,0.2222222222222222,0.94375,0.04021937842778794,547,194
2025-12-12,0.8730334588965212,0.09090909090909091,0.9375,0.04965753424657534,584,236
